timestamp,tank_liquidlevel,flowlevel,bottle_liquidlevel,motor_status,class
13:14.3,5.14212963,2.450000048,0.544444442,1,normal
13:17.2,5.006018519,2.450000048,0.839351833,1,normal
13:20.4,4.892592593,2.450000048,0.907407403,0,normal
13:23.6,4.813194444,0,0.068055555,1,normal
13:26.5,4.767824074,2.450000048,0.158796296,1,normal
13:30.1,4.654398148,2.450000048,0.453703701,1,normal
13:33.8,4.506944444,2.450000048,0.748611093,1,normal
13:37.2,4.359490741,2.450000048,0.907407403,0,normal
13:40.5,4.26875,0,0.04537037,1,normal
13:43.7,4.234722222,2.450000048,0.13611111,1,normal
13:47.1,4.098611111,2.450000048,0.476388901,1,normal
13:50.5,3.9625,2.450000048,0.725925922,1,normal
13:54.6,3.826388889,2.450000048,0.907407403,0,normal
13:58.5,3.712962963,0,0.068055555,1,normal
14:01.9,3.678935185,2.450000048,0.181481481,1,normal
14:05.7,3.542824074,2.450000048,0.431018531,1,normal
14:09.5,3.384027778,2.450000048,0.725925922,1,normal
14:12.8,3.236574074,2.450000048,0.907407403,0,normal
14:16.8,3.145833333,0,0.09074074,1,normal
14:21.3,3.100462963,2.450000048,0.249537036,1,normal
14:24.4,2.930324074,2.450000048,0.567129612,1,normal
14:28.1,2.805555556,2.450000048,0.816666663,1,normal
14:31.4,2.658101852,2.450000048,0.04537037,1,normal
14:35.0,2.521990741,2.450000048,0.294907421,1,normal
14:38.6,2.374537037,2.450000048,0.612500012,1,normal
14:42.2,2.238425926,2.450000048,0.884722233,1,normal
14:45.1,2.090972222,2.450000048,0,1,normal
14:49.0,1.977546296,2.450000048,0.272222221,1,normal
14:52.1,1.830092593,2.450000048,0.521759272,1,normal
14:55.1,1.705324074,2.450000048,0.793981493,1,normal
14:58.2,1.580555556,2.450000048,0.907407403,0,normal
15:01.0,1.489814815,0,0.068055555,1,normal
15:06.3,1.455787037,2.450000048,0.362962961,1,normal
15:10.1,1.25162037,2.450000048,0.635185182,1,normal
15:15.8,1.104166667,2.450000048,0.884722233,1,normal
15:20.2,0.888657407,2.450000048,0.272222221,1,normal
15:24.8,0.718518519,2.450000048,0.657870352,1,normal
15:28.9,0.537037037,2.450000048,0.907407403,0,normal
15:32.3,0.423611111,0,0,1,normal
15:36.1,0.378240741,2.450000048,0.204166666,1,normal
15:39.2,0.298842593,2.450000048,0.408333331,0,normal
15:43.1,5.8,0,0.408333331,1,normal
15:47.3,5.75462963,2.450000048,0.567129612,1,normal
15:50.6,5.595833333,2.450000048,0.907407403,0,normal
15:54.1,5.49375,0,0,1,normal
15:57.7,5.44837963,2.450000048,0.204166666,1,normal
16:00.6,5.300925926,2.450000048,0.385648161,1,normal
16:03.6,5.1875,2.450000048,0.657870352,1,normal
16:06.6,5.062731481,2.450000048,0.907407403,0,normal
16:09.8,4.983333333,0,0,1,normal
16:13.9,4.937962963,2.450000048,0.113425925,1,normal
16:17.7,4.779166667,2.450000048,0.499074072,1,normal
16:21.3,4.631712963,2.450000048,0.839351833,1,normal
16:25.3,4.495601852,2.450000048,0,1,normal
16:29.1,4.336805556,2.450000048,0.249537036,1,normal
16:32.3,4.178009259,2.450000048,0.635185182,1,normal
16:35.2,4.053240741,2.450000048,0.884722233,1,normal
16:38.1,3.928472222,2.450000048,0.907407403,0,normal
16:41.7,3.849074074,0,0.09074074,1,normal
16:45.5,3.803703704,2.450000048,0.272222221,1,normal
16:48.7,3.65625,2.450000048,0.567129612,1,normal
16:52.2,3.520138889,2.450000048,0.816666663,1,normal
16:55.2,3.384027778,2.450000048,0.907407403,0,normal
16:58.5,3.293287037,0,0.09074074,1,normal
17:01.6,3.259259259,2.450000048,0.204166666,1,normal
17:05.4,3.134490741,2.450000048,0.521759272,1,normal
17:08.7,2.975694444,2.450000048,0.793981493,1,normal
17:11.8,2.850925926,2.450000048,0.907407403,0,normal
17:15.0,2.760185185,0,0.04537037,1,normal
17:18.2,2.714814815,2.450000048,0.158796296,1,normal
17:21.5,2.590046296,2.450000048,0.476388901,1,normal
17:25.4,2.453935185,2.450000048,0.725925922,1,normal
17:28.9,2.306481481,2.450000048,0.907407403,0,normal
17:32.5,2.204398148,0,0.04537037,1,normal
17:36.9,2.17037037,2.450000048,0.226851851,1,normal
17:40.0,1.988888889,2.450000048,0.589814842,1,normal
17:44.3,1.86412037,2.450000048,0.862037063,1,normal
17:48.1,1.693981481,2.450000048,0.068055555,1,normal
17:51.7,1.546527778,2.450000048,0.385648161,1,normal
17:55.5,1.399074074,2.450000048,0.635185182,1,normal
17:59.9,1.262962963,2.450000048,0.907407403,0,normal
18:03.8,1.149537037,0,0,1,normal
18:07.6,1.115509259,2.450000048,0.09074074,1,normal
18:10.9,0.968055556,2.450000048,0.385648161,1,normal
18:14.4,0.843287037,2.450000048,0.657870352,1,normal
18:17.8,0.707175926,2.450000048,0.907407403,0,normal
18:21.3,0.616435185,0,0,1,normal
18:24.9,0.582407407,2.450000048,0.09074074,1,normal
18:28.7,0.434953704,2.450000048,0.385648161,1,normal
18:32.4,0.298842593,2.450000048,0.703240752,0,normal
18:37.2,5.8,0,0.703240752,1,normal
18:41.2,5.75462963,2.450000048,0.907407403,0,normal
18:45.0,5.641203704,0,0,1,normal
18:48.4,5.595833333,2.450000048,0.13611111,1,normal
18:52.4,5.459722222,2.450000048,0.408333331,1,normal
18:55.9,5.300925926,2.450000048,0.703240752,1,normal
19:00.2,5.164814815,2.450000048,0.907407403,0,normal
19:03.6,5.028703704,0,0.113425925,1,normal
19:07.2,4.994675926,2.450000048,0.226851851,1,normal
19:10.9,4.847222222,2.450000048,0.499074072,1,normal
19:13.8,4.699768519,2.450000048,0.793981493,1,normal
19:16.9,4.575,2.450000048,0.907407403,0,normal
19:20.2,4.506944444,0,0.04537037,1,normal
19:23.6,4.472916667,2.450000048,0.13611111,1,normal
19:27.4,4.336805556,2.450000048,0.385648161,1,normal
19:30.7,4.189351852,2.450000048,0.680555582,1,normal
19:34.4,4.064583333,2.450000048,0.907407403,0,normal
19:37.8,3.9625,0,0.04537037,1,normal
19:41.0,3.928472222,2.450000048,0.13611111,1,normal
19:44.4,3.815046296,2.450000048,0.408333331,1,normal
19:47.5,3.678935185,2.450000048,0.657870352,1,normal
19:50.7,3.554166667,2.450000048,0.907407403,0,normal
19:53.9,3.452083333,0,0,1,normal
19:57.1,3.418055556,2.450000048,0.113425925,1,normal
20:00.9,3.293287037,2.450000048,0.385648161,1,normal
20:04.5,3.157175926,2.450000048,0.657870352,1,normal
20:07.8,3.009722222,2.450000048,0.884722233,1,normal
20:12.0,2.873611111,2.450000048,0.13611111,1,normal
20:16.4,2.714814815,2.450000048,0.499074072,1,normal
20:20.0,2.556018519,2.450000048,0.771296322,1,normal
20:23.8,2.408564815,2.450000048,0.04537037,1,normal
20:28.8,2.249768519,2.450000048,0.385648161,1,normal
20:32.8,2.056944444,2.450000048,0.635185182,1,normal
20:35.8,1.898148148,2.450000048,0.907407403,0,normal
20:38.8,1.81875,0,0,1,normal
20:41.9,1.77337963,2.450000048,0.158796296,1,normal
20:45.4,1.648611111,2.450000048,0.431018531,1,normal
20:48.6,1.5125,2.450000048,0.657870352,1,normal
20:51.7,1.387731481,2.450000048,0.884722233,1,normal
20:55.3,1.262962963,2.450000048,0.04537037,1,normal
20:58.7,1.126851852,2.450000048,0.340277791,1,normal
21:02.5,0.990740741,2.450000048,0.612500012,1,normal
21:08.7,0.831944444,2.450000048,0.907407403,0,normal
21:12.4,0.673148148,0,0.068055555,1,normal
21:15.6,0.627777778,2.450000048,0.158796296,1,normal
21:20.0,0.503009259,2.450000048,0.453703701,1,normal
21:23.8,0.344212963,2.450000048,0.816666663,1,normal
21:29.1,5.788657407,2.450000048,0.068055555,1,normal
21:32.8,5.584490741,2.450000048,0.453703701,1,normal
21:36.1,5.44837963,2.450000048,0.703240752,1,normal
21:39.8,5.312268519,2.450000048,0.907407403,0,normal
21:44.4,5.210185185,0,0,1,normal
21:47.7,5.153472222,2.450000048,0.113425925,1,normal
21:51.6,5.017361111,2.450000048,0.476388901,1,normal
21:55.1,4.869907407,2.450000048,0.771296322,1,normal
21:58.2,4.722453704,2.450000048,0.907407403,0,normal
22:02.5,4.631712963,0,0.04537037,1,normal
22:06.4,4.597685185,2.450000048,0.226851851,1,normal
22:09.8,4.438888889,2.450000048,0.476388901,1,normal
22:14.1,4.302777778,2.450000048,0.839351833,1,normal
22:18.4,4.132638889,2.450000048,0.068055555,1,normal
22:22.4,3.9625,2.450000048,0.362962961,1,normal
22:25.7,3.803703704,2.450000048,0.612500012,1,normal
22:28.7,3.678935185,2.450000048,0.884722233,1,normal
22:32.9,3.554166667,2.450000048,0,1,normal
22:36.6,3.39537037,2.450000048,0.385648161,1,normal
22:40.8,3.247916667,2.450000048,0.612500012,1,normal
22:45.4,3.08912037,2.450000048,0.907407403,0,normal
22:49.5,2.964351852,0,0.04537037,1,normal
22:54.0,2.907638889,2.450000048,0.272222221,1,normal
22:58.7,2.726157407,2.450000048,0.612500012,1,normal
23:02.6,2.544675926,2.450000048,0.907407403,0,normal
23:06.0,2.43125,0,0,1,normal
23:09.6,2.38587963,2.450000048,0.158796296,1,normal
23:13.1,2.238425926,2.450000048,0.476388901,1,normal
23:16.7,2.090972222,2.450000048,0.748611093,1,normal
23:20.4,1.954861111,2.450000048,0.907407403,0,normal
23:24.5,1.852777778,0,0.04537037,1,normal
23:28.2,1.807407407,2.450000048,0.204166666,1,normal
23:31.9,1.659953704,2.450000048,0.453703701,1,normal
23:35.8,1.523842593,2.450000048,0.748611093,1,normal
23:38.8,1.365046296,2.450000048,0.907407403,0,normal
23:42.3,1.285648148,0,0.09074074,1,normal
23:45.3,1.25162037,2.450000048,0.226851851,1,normal
23:48.7,1.138194444,2.450000048,0.408333331,1,normal
23:51.9,1.002083333,2.450000048,0.680555582,1,normal
23:55.2,0.877314815,2.450000048,0.907407403,0,normal
23:58.4,0.786574074,0,0,1,normal
24:02.0,0.752546296,2.450000048,0.113425925,1,normal
24:06.0,0.605092593,2.450000048,0.408333331,1,normal
24:09.7,0.457638889,2.450000048,0.725925922,1,normal
24:12.7,0.310185185,2.450000048,0.907407403,0,normal
24:16.7,5.8,2.450000048,0,1,normal
24:20.3,5.75462963,2.450000048,0.204166666,1,normal
24:24.8,5.607175926,2.450000048,0.499074072,1,normal
24:28.7,5.425694444,2.450000048,0.816666663,1,normal
24:32.9,5.278240741,2.450000048,0,1,normal
24:37.7,5.108101852,2.450000048,0.408333331,1,normal
24:41.6,4.92662037,2.450000048,0.725925922,1,normal
24:45.2,4.767824074,2.450000048,0.907407403,0,normal
24:49.1,4.654398148,2.450000048,0.068055555,1,normal
24:52.6,4.62037037,2.450000048,0.158796296,1,normal
24:56.5,4.484259259,2.450000048,0.453703701,1,normal
25:00.7,4.325462963,2.450000048,0.816666663,1,normal
25:04.6,4.155324074,2.450000048,0.022685185,1,normal
25:10.3,4.019212963,2.450000048,0.476388901,1,normal
25:13.7,3.826388889,2.450000048,0.748611093,1,normal
25:16.6,3.690277778,2.450000048,0.907407403,0,normal
25:19.8,3.61087963,0,0,1,normal
25:22.8,3.576851852,2.450000048,0.09074074,1,normal
25:26.0,3.463425926,2.450000048,0.317592591,1,normal
25:29.3,3.338657407,2.450000048,0.589814842,1,normal
25:33.0,3.213888889,2.450000048,0.907407403,0,normal
25:36.3,3.100462963,0,0,1,normal
25:39.4,3.066435185,2.450000048,0.09074074,1,normal
25:42.3,2.941666667,2.450000048,0.340277791,1,normal
25:45.7,2.828240741,2.450000048,0.589814842,1,normal
25:48.8,2.703472222,2.450000048,0.816666663,1,normal
25:52.3,2.567361111,2.450000048,0.907407403,0,normal
25:55.3,2.47662037,0,0.13611111,1,normal
25:58.8,2.442592593,2.450000048,0.249537036,1,normal
26:02.2,2.306481481,2.450000048,0.567129612,1,normal
26:06.6,2.17037037,2.450000048,0.748611093,1,normal
26:09.7,2.000231481,2.450000048,0.09074074,1,normal
26:13.1,1.886805556,2.450000048,0.249537036,1,normal
26:16.3,1.750694444,2.450000048,0.544444442,1,normal
26:19.5,1.625925926,2.450000048,0.884722233,1,normal
26:22.5,1.501157407,2.450000048,0.907407403,0,normal
26:26.5,1.410416667,0,0.09074074,1,normal
26:29.9,1.365046296,2.450000048,0.204166666,1,normal
26:33.2,1.228935185,2.450000048,0.499074072,1,normal
26:36.5,1.104166667,2.450000048,0.816666663,1,normal
26:39.8,0.968055556,2.450000048,0.907407403,0,normal
26:43.3,0.888657407,0,0.068055555,1,normal
26:46.9,0.843287037,2.450000048,0.272222221,1,normal
26:50.3,0.695833333,2.450000048,0.567129612,1,normal
26:53.8,0.559722222,2.450000048,0.748611093,1,normal
26:56.8,0.423611111,2.450000048,0.022685185,1,normal
26:59.7,0.298842593,2.450000048,0.181481481,0,normal
27:03.1,5.8,0,0.181481481,1,normal
27:06.4,5.743287037,2.450000048,0.340277791,1,normal
27:09.5,5.629861111,2.450000048,0.589814842,1,normal
27:12.8,5.49375,2.450000048,0.816666663,1,normal
27:16.0,5.368981481,2.450000048,0.907407403,0,normal
27:19.5,5.278240741,0,0.13611111,1,normal
27:22.9,5.23287037,2.450000048,0.294907421,1,normal
27:26.3,5.096759259,2.450000048,0.612500012,1,normal
27:29.7,4.960648148,2.450000048,0.862037063,1,normal
27:33.3,4.824537037,2.450000048,0.022685185,1,normal
27:37.2,4.677083333,2.450000048,0.317592591,1,normal
27:40.5,4.52962963,2.450000048,0.612500012,1,normal
27:44.2,4.393518519,2.450000048,0.862037063,1,normal
27:47.7,4.246064815,2.450000048,0.068055555,1,normal
27:51.3,4.109953704,2.450000048,0.317592591,1,normal
27:54.9,3.9625,2.450000048,0.635185182,1,normal
27:58.2,3.826388889,2.450000048,0.907407403,0,normal
28:01.8,3.735648148,0,0,1,normal
28:05.3,3.678935185,2.450000048,0.226851851,1,normal
28:08.6,3.542824074,2.450000048,0.385648161,1,normal
28:12.1,3.418055556,2.450000048,0.657870352,1,normal
28:15.1,3.281944444,2.450000048,0.907407403,0,normal
28:18.2,3.191203704,0,0,1,normal
28:21.9,3.145833333,2.450000048,0.09074074,1,normal
28:26.7,3.009722222,2.450000048,0.476388901,1,normal
28:29.9,2.828240741,2.450000048,0.771296322,1,normal
28:33.0,2.703472222,2.450000048,0.907407403,0,normal
28:36.0,2.612731481,0,0.068055555,1,normal
28:39.6,2.578703704,2.450000048,0.226851851,1,normal
28:44.3,2.442592593,2.450000048,0.476388901,1,normal
28:48.7,2.261111111,2.450000048,0.907407403,0,normal
28:52.4,2.136342593,0,0,1,normal
28:57.0,2.102314815,2.450000048,0.204166666,1,normal
29:01.1,1.920833333,2.450000048,0.521759272,1,normal
29:06.1,1.762037037,2.450000048,0.907407403,0,normal
29:10.2,1.625925926,0,0,1,normal
29:15.1,1.580555556,2.450000048,0.204166666,1,normal
29:20.8,1.387731481,2.450000048,0.567129612,1,normal
29:25.4,1.183564815,2.450000048,0.907407403,0,normal
29:29.6,1.047453704,0,0.04537037,1,normal
